,label
EPI_ISL_538141,1
EPI_ISL_549804,1
EPI_ISL_498157,1
EPI_ISL_555677,1
EPI_ISL_461460,0
EPI_ISL_540011,0
EPI_ISL_457809,1
EPI_ISL_425926,1
EPI_ISL_552544,1
EPI_ISL_530433,1
EPI_ISL_450047,1
EPI_ISL_550935,1
EPI_ISL_565669,1
EPI_ISL_432975,1
EPI_ISL_526415,1
EPI_ISL_448109,1
EPI_ISL_478700,1
EPI_ISL_451398,1
EPI_ISL_492224,1
EPI_ISL_535759,1
EPI_ISL_476028,1
n,1
EPI_ISL_559797,0
EPI_ISL_481272,1
EPI_ISL_509984,1
EPI_ISL_492937,1
EPI_ISL_490599,1
n,1
EPI_ISL_433888,1
EPI_ISL_462295,1
EPI_ISL_420723,0
EPI_ISL_445987,1
EPI_ISL_513468,0
EPI_ISL_539668,1
EPI_ISL_483337,0
EPI_ISL_490465,1
EPI_ISL_472910,1
EPI_ISL_452517,1
EPI_ISL_518718,1
EPI_ISL_479560,1
EPI_ISL_543253,1
EPI_ISL_564695,1
EPI_ISL_443957,1
EPI_ISL_437813,1
EPI_ISL_455714,0
EPI_ISL_542623,0
EPI_ISL_554387,1
EPI_ISL_443893,1
EPI_ISL_428270,1
EPI_ISL_488651,1
EPI_ISL_512569,1
EPI_ISL_454757,0
EPI_ISL_483354,1
EPI_ISL_509612,1
EPI_ISL_478884,1
EPI_ISL_563401,1
EPI_ISL_443085,1
EPI_ISL_569242,1
EPI_ISL_495898,1
EPI_ISL_463478,1
EPI_ISL_425958,1
EPI_ISL_469984,1
EPI_ISL_493159,1
EPI_ISL_554625,1
EPI_ISL_484237,1
EPI_ISL_523918,1
EPI_ISL_550844,1
EPI_ISL_507064,1
EPI_ISL_468013,1
EPI_ISL_553517,1
EPI_ISL_533385,1
EPI_ISL_459873,1
EPI_ISL_494395,1
EPI_ISL_414510,1
EPI_ISL_507255,1
EPI_ISL_554186,1
EPI_ISL_517470,1
EPI_ISL_551605,1
EPI_ISL_554706,1
EPI_ISL_446704,1
EPI_ISL_491461,1
EPI_ISL_531670,1
EPI_ISL_530594,1
EPI_ISL_525963,1
EPI_ISL_486482,1
EPI_ISL_540075,0
EPI_ISL_549440,1
EPI_ISL_535851,1
EPI_ISL_468477,1
EPI_ISL_436993,1
EPI_ISL_529649,1
n,1
EPI_ISL_507131,1
EPI_ISL_467075,1
EPI_ISL_424032,1
EPI_ISL_444837,1
EPI_ISL_521167,1
EPI_ISL_541698,0
EPI_ISL_556840,1
EPI_ISL_560917,1
EPI_ISL_533034,1
EPI_ISL_442989,1
EPI_ISL_542529,1
EPI_ISL_473951,0
EPI_ISL_526392,1
EPI_ISL_449056,1
EPI_ISL_551563,1
EPI_ISL_498150,1
EPI_ISL_461957,1
EPI_ISL_510302,1
EPI_ISL_422488,1
EPI_ISL_435666,1
EPI_ISL_463387,1
h,1
EPI_ISL_432310,1
EPI_ISL_528369,0
EPI_ISL_494282,1
EPI_ISL_513406,1
EPI_ISL_432930,0
EPI_ISL_495110,1
EPI_ISL_536937,1
EPI_ISL_476103,1
EPI_ISL_563041,1
EPI_ISL_456022,1
EPI_ISL_495934,1
EPI_ISL_459175,1
EPI_ISL_481890,1
EPI_ISL_522357,0
EPI_ISL_569192,1
EPI_ISL_436211,0
EPI_ISL_439572,1
EPI_ISL_525860,1
EPI_ISL_438448,1
EPI_ISL_546264,0
EPI_ISL_441710,1
EPI_ISL_445541,1
EPI_ISL_459969,1
EPI_ISL_422561,1
EPI_ISL_535750,0
EPI_ISL_439212,1
EPI_ISL_549368,1
EPI_ISL_561073,0
EPI_ISL_491929,1
EPI_ISL_468347,1
EPI_ISL_419830,1
EPI_ISL_566681,1
EPI_ISL_451704,1
EPI_ISL_521862,1
EPI_ISL_464324,1
EPI_ISL_507083,1
EPI_ISL_474233,1
EPI_ISL_450240,1
EPI_ISL_421234,1
EPI_ISL_513064,1
EPI_ISL_530101,1
EPI_ISL_495468,1
EPI_ISL_551475,1
EPI_ISL_563307,1
EPI_ISL_565016,0
EPI_ISL_498250,0
EPI_ISL_455916,1
EPI_ISL_472956,1
EPI_ISL_474448,1
EPI_ISL_417306,1
EPI_ISL_527977,1
EPI_ISL_519387,1
EPI_ISL_535920,1
EPI_ISL_413572,1
n,1
EPI_ISL_465228,1
EPI_ISL_497358,1
EPI_ISL_486512,1
EPI_ISL_545358,1
EPI_ISL_559202,1
EPI_ISL_507779,1
EPI_ISL_466594,1
EPI_ISL_444869,1
EPI_ISL_524099,1
EPI_ISL_487105,1
EPI_ISL_420291,1
EPI_ISL_507553,0
EPI_ISL_507578,1
EPI_ISL_517831,1
h,0
EPI_ISL_497059,1
EPI_ISL_480780,0
EPI_ISL_544337,0
EPI_ISL_417565,1
EPI_ISL_551180,1
EPI_ISL_421667,1
EPI_ISL_458138,1
EPI_ISL_566909,0
EPI_ISL_425646,1
EPI_ISL_560511,0
EPI_ISL_461471,1
EPI_ISL_451502,1
EPI_ISL_511063,0
EPI_ISL_433496,1
EPI_ISL_499521,1
EPI_ISL_499988,1
EPI_ISL_525221,1
EPI_ISL_540641,1
EPI_ISL_445341,0
EPI_ISL_534628,1
EPI_ISL_552996,0
h,1
EPI_ISL_459166,1
EPI_ISL_498701,1
EPI_ISL_490330,1
EPI_ISL_452510,1
EPI_ISL_438893,1
EPI_ISL_512040,1
EPI_ISL_486332,1
EPI_ISL_526609,0
EPI_ISL_549031,1
EPI_ISL_497626,0
EPI_ISL_442475,1
EPI_ISL_557419,1
EPI_ISL_517841,1
EPI_ISL_429556,1
EPI_ISL_525940,1
EPI_ISL_439104,1
EPI_ISL_479241,1
EPI_ISL_543227,1
EPI_ISL_513164,1
EPI_ISL_559848,1
EPI_ISL_462778,1
EPI_ISL_463038,1
EPI_ISL_428395,1
EPI_ISL_518894,1
EPI_ISL_525169,1
EPI_ISL_556758,1
EPI_ISL_516877,1
EPI_ISL_461259,0
EPI_ISL_499812,1
EPI_ISL_473044,0
EPI_ISL_558817,0
EPI_ISL_544127,1
EPI_ISL_521769,1
EPI_ISL_462865,1
EPI_ISL_564883,1
EPI_ISL_525063,1
EPI_ISL_425626,1
EPI_ISL_416498,1
EPI_ISL_420003,1
EPI_ISL_523475,0
EPI_ISL_452109,1
EPI_ISL_420878,1
EPI_ISL_560112,1
EPI_ISL_442400,1
EPI_ISL_418428,1
EPI_ISL_427314,1
EPI_ISL_567097,1
EPI_ISL_486118,1
h,1
h,1
EPI_ISL_459020,1
EPI_ISL_448140,1
i,1
EPI_ISL_482367,1
EPI_ISL_549342,1
EPI_ISL_450578,1
EPI_ISL_515266,1
EPI_ISL_456809,1
EPI_ISL_451845,1
EPI_ISL_486421,1
EPI_ISL_564936,1
EPI_ISL_565238,0
g,1
EPI_ISL_481224,0
EPI_ISL_461137,1
EPI_ISL_492498,1
EPI_ISL_475164,1
EPI_ISL_568087,0
EPI_ISL_492381,1
EPI_ISL_551181,1
EPI_ISL_460828,1
EPI_ISL_484983,1
h,1
EPI_ISL_546811,1
EPI_ISL_467134,1
EPI_ISL_553684,1
EPI_ISL_531000,1
EPI_ISL_425319,1
EPI_ISL_507602,1
EPI_ISL_477177,1
EPI_ISL_457322,0
EPI_ISL_522603,1
EPI_ISL_547463,1
EPI_ISL_550865,1
EPI_ISL_469928,1
EPI_ISL_448198,1
EPI_ISL_458421,1
EPI_ISL_542376,1
EPI_ISL_536414,1
EPI_ISL_510772,1
EPI_ISL_521349,1
EPI_ISL_480980,0
EPI_ISL_560088,1
EPI_ISL_535095,1
EPI_ISL_441555,1
EPI_ISL_476757,1
EPI_ISL_422661,1
EPI_ISL_542696,1
EPI_ISL_472610,1
EPI_ISL_512071,0
EPI_ISL_545344,1
EPI_ISL_480279,1
EPI_ISL_554459,1
EPI_ISL_491276,1
EPI_ISL_507159,0
EPI_ISL_551739,0
EPI_ISL_562059,1
EPI_ISL_533006,1
EPI_ISL_427443,1
EPI_ISL_513083,1
EPI_ISL_559313,1
EPI_ISL_494442,1
EPI_ISL_495394,1
EPI_ISL_436483,1
EPI_ISL_461492,1
EPI_ISL_550612,1
EPI_ISL_526908,1
EPI_ISL_446198,1
EPI_ISL_552543,1
EPI_ISL_540708,1
EPI_ISL_425892,1
EPI_ISL_487835,1
EPI_ISL_467787,0
EPI_ISL_512430,1
EPI_ISL_560072,1
EPI_ISL_473872,1
EPI_ISL_425617,0
EPI_ISL_482527,1
EPI_ISL_460675,1
h,1
EPI_ISL_464559,1
EPI_ISL_418817,1
g,0
EPI_ISL_471753,0
EPI_ISL_495281,1
EPI_ISL_451275,1
EPI_ISL_462767,1
EPI_ISL_528182,1
EPI_ISL_467249,1
EPI_ISL_495023,0
EPI_ISL_484840,1
EPI_ISL_432566,1
EPI_ISL_471615,1
EPI_ISL_461950,1
EPI_ISL_557839,1
EPI_ISL_448020,1
EPI_ISL_474266,1
EPI_ISL_444892,1
EPI_ISL_475037,1
EPI_ISL_519235,0
EPI_ISL_452792,1
EPI_ISL_546584,1
EPI_ISL_421853,1
EPI_ISL_464850,1
EPI_ISL_518621,1
EPI_ISL_437167,1
h,1
EPI_ISL_458245,0
EPI_ISL_539482,1
EPI_ISL_450504,1
EPI_ISL_531996,1
EPI_ISL_460850,0
EPI_ISL_464630,1
EPI_ISL_449954,0
EPI_ISL_524966,0
EPI_ISL_518939,1
h,1
EPI_ISL_455064,1
EPI_ISL_527723,1
EPI_ISL_463224,1
EPI_ISL_425611,0
EPI_ISL_436851,0
EPI_ISL_546232,1
EPI_ISL_445169,1
EPI_ISL_428483,1
EPI_ISL_499343,1
EPI_ISL_441316,1
EPI_ISL_414648,1
EPI_ISL_452494,0
EPI_ISL_414645,1
EPI_ISL_423433,1
EPI_ISL_454234,1
EPI_ISL_451750,1
EPI_ISL_481874,1
EPI_ISL_540906,1
EPI_ISL_510924,1
EPI_ISL_569560,1
EPI_ISL_458310,1
EPI_ISL_416454,1
EPI_ISL_444255,1
EPI_ISL_484154,1
EPI_ISL_417860,1
EPI_ISL_424545,1
EPI_ISL_537426,1
EPI_ISL_491326,1
EPI_ISL_562728,1
EPI_ISL_456771,1
EPI_ISL_551337,1
EPI_ISL_455566,1
EPI_ISL_558746,1
EPI_ISL_461010,1
EPI_ISL_541483,0
EPI_ISL_461705,1
EPI_ISL_415139,1
EPI_ISL_532415,1
h,0
EPI_ISL_425284,1
EPI_ISL_484309,0
EPI_ISL_434775,1
EPI_ISL_426811,1
EPI_ISL_480073,0
EPI_ISL_529682,1
EPI_ISL_567844,1
EPI_ISL_565536,1
EPI_ISL_445441,1
h,0
EPI_ISL_418394,1
EPI_ISL_545153,1
EPI_ISL_472705,0
EPI_ISL_461355,1
EPI_ISL_413617,1
EPI_ISL_522086,1
EPI_ISL_447731,1
EPI_ISL_432786,1
EPI_ISL_439199,1
EPI_ISL_542910,1
EPI_ISL_485809,1
EPI_ISL_537209,1
EPI_ISL_470427,1
EPI_ISL_445749,1
EPI_ISL_543578,0
EPI_ISL_568400,0
EPI_ISL_546726,1
EPI_ISL_526047,0
EPI_ISL_444934,1
EPI_ISL_481020,1
EPI_ISL_483868,1
EPI_ISL_428468,1
EPI_ISL_551254,1
EPI_ISL_440667,1
EPI_ISL_563739,1
EPI_ISL_545921,1
EPI_ISL_561254,1
EPI_ISL_519070,1
EPI_ISL_479624,1
EPI_ISL_554090,1
EPI_ISL_437625,1
EPI_ISL_534283,1
EPI_ISL_493551,0
h,0
EPI_ISL_497686,1
EPI_ISL_480012,1
EPI_ISL_486228,1
EPI_ISL_522222,1
EPI_ISL_541440,1
EPI_ISL_473678,1
EPI_ISL_518699,1
EPI_ISL_529036,1
EPI_ISL_424206,1
EPI_ISL_512407,1
EPI_ISL_552377,1
w,1
EPI_ISL_426536,0
EPI_ISL_512369,1
EPI_ISL_468236,0
EPI_ISL_554455,1
EPI_ISL_555060,1
EPI_ISL_492502,1
EPI_ISL_546738,1
EPI_ISL_473628,1
EPI_ISL_521119,0
EPI_ISL_539738,1
EPI_ISL_547442,1
EPI_ISL_495664,1
EPI_ISL_462428,1
EPI_ISL_438495,1
EPI_ISL_446223,1
EPI_ISL_443550,0
EPI_ISL_481654,1
EPI_ISL_419815,1
EPI_ISL_568570,1
EPI_ISL_469094,0
EPI_ISL_488051,1
EPI_ISL_421224,1
EPI_ISL_437159,1
EPI_ISL_475100,1
EPI_ISL_444997,1
EPI_ISL_476380,1
EPI_ISL_440048,1
EPI_ISL_427258,0
EPI_ISL_420007,1
EPI_ISL_481651,1
EPI_ISL_516868,0
EPI_ISL_553768,1
EPI_ISL_495715,1
EPI_ISL_491270,0
EPI_ISL_541860,1
EPI_ISL_488725,1
EPI_ISL_478528,0
EPI_ISL_567548,1
h,1
EPI_ISL_457992,1
EPI_ISL_453697,1
EPI_ISL_466896,1
EPI_ISL_425238,1
EPI_ISL_566141,1
EPI_ISL_523239,1
h,1
EPI_ISL_518570,1
EPI_ISL_420168,0
EPI_ISL_429508,0
EPI_ISL_560920,1
EPI_ISL_518690,1
EPI_ISL_494457,1
EPI_ISL_517499,1
n,1
EPI_ISL_530225,1
EPI_ISL_484991,1
EPI_ISL_529325,0
EPI_ISL_443309,1
EPI_ISL_528795,1
EPI_ISL_515316,1
EPI_ISL_521084,1
EPI_ISL_523772,1
EPI_ISL_525648,1
EPI_ISL_480139,1
EPI_ISL_476742,1
EPI_ISL_520286,1
EPI_ISL_534624,0
EPI_ISL_539966,1
EPI_ISL_527432,1
EPI_ISL_460417,1
EPI_ISL_554010,1
EPI_ISL_484682,1
EPI_ISL_514493,1
EPI_ISL_547407,0
EPI_ISL_543962,1
EPI_ISL_433739,1
EPI_ISL_565659,0
EPI_ISL_516521,1
EPI_ISL_476204,1
EPI_ISL_510470,1
EPI_ISL_523979,1
EPI_ISL_479581,1
EPI_ISL_477009,1
EPI_ISL_540131,1
EPI_ISL_530148,1
EPI_ISL_423888,1
EPI_ISL_418697,0
EPI_ISL_460706,1
EPI_ISL_447716,1
EPI_ISL_422866,1
EPI_ISL_521432,1
EPI_ISL_561841,1
EPI_ISL_448290,1
EPI_ISL_548604,1
EPI_ISL_429302,1
EPI_ISL_540200,0
EPI_ISL_566032,1
EPI_ISL_535187,1
EPI_ISL_513307,1
EPI_ISL_555035,0
EPI_ISL_507273,1
EPI_ISL_474639,1
EPI_ISL_458243,1
EPI_ISL_508879,1
EPI_ISL_468998,1
EPI_ISL_512468,0
EPI_ISL_556726,1
EPI_ISL_461931,1
EPI_ISL_480107,1
EPI_ISL_423161,1
EPI_ISL_478093,1
EPI_ISL_459661,1
EPI_ISL_525177,1
EPI_ISL_435060,1
h,1
EPI_ISL_463616,1
EPI_ISL_510862,1
EPI_ISL_440797,1
EPI_ISL_519149,0
EPI_ISL_452387,0
EPI_ISL_433532,1
EPI_ISL_511217,1
EPI_ISL_512522,1
EPI_ISL_559293,1
EPI_ISL_528821,1
EPI_ISL_507532,1
EPI_ISL_457562,1
EPI_ISL_544075,1
EPI_ISL_536043,1
EPI_ISL_468842,1
EPI_ISL_440857,1
EPI_ISL_568976,1
EPI_ISL_542571,1
EPI_ISL_475038,1
EPI_ISL_549752,1
EPI_ISL_560103,1
EPI_ISL_467187,1
EPI_ISL_476948,1
EPI_ISL_459316,1
h,1
EPI_ISL_550847,1
EPI_ISL_500655,1
EPI_ISL_497053,1
EPI_ISL_430035,1
EPI_ISL_554115,1
EPI_ISL_551700,1
EPI_ISL_558082,1
EPI_ISL_430675,1
EPI_ISL_520080,1
EPI_ISL_523929,0
EPI_ISL_524575,1
EPI_ISL_553274,1
EPI_ISL_509631,1
EPI_ISL_452371,1
EPI_ISL_564846,1
EPI_ISL_531977,1
EPI_ISL_447657,1
EPI_ISL_467147,1
EPI_ISL_564706,1
EPI_ISL_452743,1
EPI_ISL_548675,1
EPI_ISL_448201,1
EPI_ISL_537340,1
EPI_ISL_429989,1
EPI_ISL_528823,1
EPI_ISL_567182,1
EPI_ISL_531192,1
EPI_ISL_466965,1
EPI_ISL_469915,1
EPI_ISL_434183,1
EPI_ISL_563616,1
EPI_ISL_465530,1
EPI_ISL_420244,1
EPI_ISL_465286,1
EPI_ISL_514136,1
EPI_ISL_508343,1
EPI_ISL_451996,1
EPI_ISL_434731,1
EPI_ISL_568790,1
EPI_ISL_526121,1
EPI_ISL_514309,1
EPI_ISL_525407,1
EPI_ISL_448004,1
EPI_ISL_459192,1
EPI_ISL_457138,1
EPI_ISL_419975,0
EPI_ISL_443779,1
EPI_ISL_479982,1
EPI_ISL_484537,1
EPI_ISL_484939,0
EPI_ISL_521508,1
h,1
EPI_ISL_518704,0
EPI_ISL_452412,0
EPI_ISL_560247,1
EPI_ISL_549550,1
EPI_ISL_552219,1
EPI_ISL_461325,1
EPI_ISL_540474,1
EPI_ISL_464477,1
EPI_ISL_564022,0
EPI_ISL_543363,1
EPI_ISL_493890,0
EPI_ISL_488095,1
EPI_ISL_484960,1
EPI_ISL_562935,1
EPI_ISL_532705,1
EPI_ISL_559896,1
EPI_ISL_495618,1
EPI_ISL_545240,0
EPI_ISL_564760,1
EPI_ISL_552459,1
w,1
EPI_ISL_547664,0
EPI_ISL_567316,0
EPI_ISL_459971,1
EPI_ISL_546660,1
EPI_ISL_522625,1
EPI_ISL_554758,1
EPI_ISL_520649,1
EPI_ISL_531580,1
EPI_ISL_438240,1
h,1
EPI_ISL_412964,1
EPI_ISL_556668,1
EPI_ISL_540120,1
EPI_ISL_455402,1
EPI_ISL_434821,1
EPI_ISL_490066,1
EPI_ISL_516596,1
EPI_ISL_433859,1
EPI_ISL_551761,1
EPI_ISL_467918,1
EPI_ISL_516305,1
EPI_ISL_465691,1
EPI_ISL_423291,1
EPI_ISL_530873,0
EPI_ISL_535028,1
EPI_ISL_564036,1
EPI_ISL_553601,1
EPI_ISL_444327,1
EPI_ISL_562101,1
EPI_ISL_487791,1
EPI_ISL_567814,1
EPI_ISL_440052,1
EPI_ISL_469309,1
EPI_ISL_490574,1
EPI_ISL_541357,1
EPI_ISL_511648,0
EPI_ISL_517021,1
EPI_ISL_531884,1
EPI_ISL_443578,1
EPI_ISL_565383,1
EPI_ISL_563130,1
EPI_ISL_472380,1
EPI_ISL_459648,1
EPI_ISL_523531,1
EPI_ISL_561235,0
EPI_ISL_470839,1
EPI_ISL_527453,1
EPI_ISL_424191,1
EPI_ISL_485316,1
EPI_ISL_534736,1
EPI_ISL_430730,0
EPI_ISL_539418,1
EPI_ISL_447493,1
EPI_ISL_566193,1
EPI_ISL_557712,1
EPI_ISL_547362,1
EPI_ISL_421582,1
EPI_ISL_534342,1
EPI_ISL_507981,1
EPI_ISL_445650,1
EPI_ISL_558786,1
EPI_ISL_530004,1
EPI_ISL_474700,1
EPI_ISL_497504,1
EPI_ISL_569772,1
h,1
EPI_ISL_461258,0
EPI_ISL_423661,1
EPI_ISL_472163,1
EPI_ISL_518313,1
EPI_ISL_482478,1
EPI_ISL_432235,1
EPI_ISL_519994,1
EPI_ISL_569431,1
EPI_ISL_479528,1
EPI_ISL_523125,1
EPI_ISL_488596,1
EPI_ISL_459215,1
EPI_ISL_549517,1
EPI_ISL_461863,1
n,1
EPI_ISL_542919,0
n,1
EPI_ISL_561056,1
EPI_ISL_455174,1
EPI_ISL_541971,1
EPI_ISL_457920,1
EPI_ISL_434876,0
EPI_ISL_454144,1
EPI_ISL_480207,1
EPI_ISL_557765,1
EPI_ISL_475197,1
EPI_ISL_508944,1
EPI_ISL_559499,0
EPI_ISL_562715,1
n,1
EPI_ISL_470504,1
EPI_ISL_556933,1
EPI_ISL_451942,1
EPI_ISL_567564,1
h,1
EPI_ISL_472773,1
EPI_ISL_545529,1
EPI_ISL_512486,1
EPI_ISL_522971,1
h,1
EPI_ISL_480203,1
EPI_ISL_419476,0
a,1
EPI_ISL_557250,0
EPI_ISL_567677,1
EPI_ISL_545270,1
EPI_ISL_569347,1
EPI_ISL_552986,1
EPI_ISL_414440,0
EPI_ISL_494284,1
EPI_ISL_557614,1
EPI_ISL_508041,1
EPI_ISL_511846,1
EPI_ISL_485313,1
EPI_ISL_423722,1
EPI_ISL_565627,1
EPI_ISL_447456,1
EPI_ISL_461047,1
EPI_ISL_538983,1
EPI_ISL_499927,1
EPI_ISL_481982,1
EPI_ISL_549417,1
EPI_ISL_426501,1
EPI_ISL_419966,1
EPI_ISL_488190,0
EPI_ISL_419724,1
EPI_ISL_545971,0
EPI_ISL_498802,1
EPI_ISL_449972,1
EPI_ISL_556430,1
EPI_ISL_529374,1
EPI_ISL_554950,1
EPI_ISL_550350,0
EPI_ISL_438270,1
EPI_ISL_416044,1
EPI_ISL_507260,0
EPI_ISL_474940,1
EPI_ISL_554772,1
EPI_ISL_484578,1
EPI_ISL_439368,1
EPI_ISL_442459,1
EPI_ISL_438836,1
EPI_ISL_526647,1
EPI_ISL_559538,1
EPI_ISL_492061,0
EPI_ISL_439760,1
EPI_ISL_532162,1
EPI_ISL_523218,1
EPI_ISL_561772,1
EPI_ISL_478670,1
EPI_ISL_468489,1
EPI_ISL_562692,1
EPI_ISL_521816,1
EPI_ISL_519365,1
EPI_ISL_563844,1
EPI_ISL_479059,1
EPI_ISL_419698,0
EPI_ISL_448091,1
EPI_ISL_428887,1
EPI_ISL_516874,1
EPI_ISL_455237,1
EPI_ISL_441093,1
EPI_ISL_480778,1
EPI_ISL_464508,1
EPI_ISL_517898,1
d,1
d,1
EPI_ISL_488782,0
EPI_ISL_558199,1
EPI_ISL_474828,1
EPI_ISL_518770,1
EPI_ISL_512621,1
EPI_ISL_532144,1
EPI_ISL_499705,1
EPI_ISL_433610,1
EPI_ISL_561047,1
EPI_ISL_471879,1
EPI_ISL_463437,1
EPI_ISL_454903,1
EPI_ISL_494001,1
EPI_ISL_490338,1
EPI_ISL_428458,0
EPI_ISL_529661,1
EPI_ISL_478128,1
EPI_ISL_448540,0
EPI_ISL_473528,1
EPI_ISL_479183,1
EPI_ISL_427696,1
EPI_ISL_432762,1
EPI_ISL_436472,1
EPI_ISL_551645,1
EPI_ISL_447993,1
EPI_ISL_469568,1
EPI_ISL_442384,1
EPI_ISL_471636,1
EPI_ISL_488258,1
n,1
EPI_ISL_529715,1
i,1
EPI_ISL_527329,1
EPI_ISL_455283,1
EPI_ISL_523499,1
EPI_ISL_554815,1
EPI_ISL_423296,0
EPI_ISL_494151,1
EPI_ISL_565727,0
EPI_ISL_551156,1
EPI_ISL_567937,1
EPI_ISL_458046,0
EPI_ISL_569780,1
EPI_ISL_500442,1
EPI_ISL_479429,1
h,1
EPI_ISL_436937,1
EPI_ISL_480735,1
EPI_ISL_467539,1
EPI_ISL_499876,1
EPI_ISL_477883,1
EPI_ISL_549270,1
EPI_ISL_483908,1
EPI_ISL_426017,1
EPI_ISL_491985,1
EPI_ISL_520016,1
EPI_ISL_509481,1
EPI_ISL_495214,1
EPI_ISL_417692,1
EPI_ISL_553849,1
EPI_ISL_513387,1
EPI_ISL_432570,1
EPI_ISL_523632,1
EPI_ISL_524321,1
EPI_ISL_560592,1
EPI_ISL_539593,1
EPI_ISL_537654,1
EPI_ISL_457387,1
EPI_ISL_489058,1
EPI_ISL_448317,1
EPI_ISL_565697,1
EPI_ISL_423159,1
EPI_ISL_567709,1
EPI_ISL_498702,1
EPI_ISL_457391,0
EPI_ISL_554504,1
EPI_ISL_547321,1
EPI_ISL_545584,1
EPI_ISL_522574,1
EPI_ISL_536133,1
EPI_ISL_494232,1
EPI_ISL_473842,1
EPI_ISL_523158,1
EPI_ISL_427582,1
EPI_ISL_546623,0
EPI_ISL_509462,1
EPI_ISL_485710,1
EPI_ISL_508009,1
EPI_ISL_490091,1
EPI_ISL_419746,1
EPI_ISL_469840,0
EPI_ISL_569722,1
EPI_ISL_546582,1
EPI_ISL_451788,1
EPI_ISL_458723,1
EPI_ISL_440612,1
EPI_ISL_568435,1
EPI_ISL_459139,1
EPI_ISL_564691,0
EPI_ISL_458230,1
EPI_ISL_459145,1
EPI_ISL_522235,1
EPI_ISL_557895,1
EPI_ISL_489672,1
EPI_ISL_482072,1
EPI_ISL_491333,1
EPI_ISL_453182,1
EPI_ISL_554077,1
EPI_ISL_499664,1
EPI_ISL_522058,1
EPI_ISL_461535,1
EPI_ISL_425673,1
EPI_ISL_497261,1
EPI_ISL_415630,1
EPI_ISL_483207,0
EPI_ISL_490022,1
EPI_ISL_477680,1
EPI_ISL_449874,1
EPI_ISL_537791,1
EPI_ISL_432446,1
EPI_ISL_446429,1
EPI_ISL_456734,1
EPI_ISL_454770,1
EPI_ISL_519766,0
EPI_ISL_539168,1
EPI_ISL_551552,1
EPI_ISL_434335,1
EPI_ISL_471990,1
EPI_ISL_436950,1
EPI_ISL_483230,1
EPI_ISL_561121,0
EPI_ISL_495085,1
EPI_ISL_563426,1
EPI_ISL_457188,1
EPI_ISL_515077,1
EPI_ISL_469992,1
EPI_ISL_518635,1
EPI_ISL_482064,0
EPI_ISL_564631,1
n,0
g,1
EPI_ISL_534791,1
EPI_ISL_542448,0
EPI_ISL_423045,0
EPI_ISL_467014,0
EPI_ISL_537323,0
EPI_ISL_534408,1
EPI_ISL_472298,1
EPI_ISL_458863,1
EPI_ISL_525918,1
EPI_ISL_566771,0
EPI_ISL_467015,0
EPI_ISL_520309,1
EPI_ISL_474834,1
EPI_ISL_466796,1
EPI_ISL_464774,1
EPI_ISL_497015,1
EPI_ISL_518076,1
EPI_ISL_508398,1
EPI_ISL_462278,1
EPI_ISL_432929,1
EPI_ISL_422076,1
EPI_ISL_464078,1
EPI_ISL_469790,1
EPI_ISL_540003,1
EPI_ISL_569765,0
EPI_ISL_457487,1
EPI_ISL_420364,1
EPI_ISL_465431,1
EPI_ISL_565437,1
EPI_ISL_527856,1
EPI_ISL_485158,1
EPI_ISL_542829,1
EPI_ISL_548511,1
EPI_ISL_458427,0
EPI_ISL_484074,1
EPI_ISL_521793,1
EPI_ISL_430124,1
EPI_ISL_566072,1
EPI_ISL_555674,1
EPI_ISL_486498,1
EPI_ISL_512632,1
EPI_ISL_484166,0
n,0
EPI_ISL_471917,1
EPI_ISL_464730,1
EPI_ISL_485020,1
EPI_ISL_507783,0
h,0
EPI_ISL_461608,1
EPI_ISL_440399,0
EPI_ISL_564649,1
EPI_ISL_492504,1
EPI_ISL_550459,1
EPI_ISL_417791,0
EPI_ISL_453842,1
EPI_ISL_563424,1
h,1
EPI_ISL_565609,1
EPI_ISL_445614,1
EPI_ISL_419795,0
EPI_ISL_561305,1
EPI_ISL_464780,1
EPI_ISL_491074,1
EPI_ISL_423872,1
EPI_ISL_567795,1
EPI_ISL_435423,1
EPI_ISL_507210,1
EPI_ISL_552759,1
EPI_ISL_437883,1
EPI_ISL_475866,1
EPI_ISL_493853,1
EPI_ISL_530392,1
EPI_ISL_433370,1
EPI_ISL_437873,1
EPI_ISL_524264,0
EPI_ISL_474958,1
EPI_ISL_493974,1
EPI_ISL_438743,1
EPI_ISL_551586,1
EPI_ISL_469560,1
EPI_ISL_465080,0
EPI_ISL_466897,1
EPI_ISL_466534,1
EPI_ISL_514243,1
EPI_ISL_472437,1
EPI_ISL_448195,1
EPI_ISL_442431,1
EPI_ISL_545477,1
EPI_ISL_417110,1
EPI_ISL_470583,1
EPI_ISL_456720,1
EPI_ISL_531598,1
EPI_ISL_563942,1
EPI_ISL_517309,1
EPI_ISL_538913,1
EPI_ISL_482975,1
EPI_ISL_479529,1
EPI_ISL_566471,1
EPI_ISL_531757,1
EPI_ISL_559894,1
EPI_ISL_495813,1
EPI_ISL_461958,1
EPI_ISL_466943,1
EPI_ISL_566685,1
EPI_ISL_534857,1
EPI_ISL_520624,1
EPI_ISL_459615,1
EPI_ISL_450784,1
EPI_ISL_545944,1
EPI_ISL_436729,1
EPI_ISL_544911,1
EPI_ISL_466608,1
